"Alue,""Sukupuoli"",""Koulutusaste"",""15 vuotta tayttaneet yhteensa 2021"",""15-24-vuotiaat 2021"",""25-44-vuotiaat 2021"",""45-64-vuotiaat 2021"",""Yli 65-vuotiaat 2021"""
"091 103 Kampinmalmin peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",12005,44,6053,3740,2168"
"091 103 Kampinmalmin peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",6091,1707,2297,981,1106"
"091 103 Kampinmalmin peruspiiri,""Miehet"",""Kaikki koulutusasteet"",18069,2473,8342,4621,2633"
"091 103 Kampinmalmin peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",14818,1628,6919,4018,2253"
"091 103 Kampinmalmin peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",5335,1374,2320,1205,436"
"091 103 Kampinmalmin peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",3788,242,1853,1002,691"
"091 103 Kampinmalmin peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",5695,12,2746,1811,1126"
"091 103 Kampinmalmin peruspiiri,""Miehet"",""Perusaste tai tuntematon"",3251,845,1423,603,380"
"091 103 Kampinmalmin peruspiiri,""Naiset"",""Kaikki koulutusasteet"",20361,3138,8622,4763,3838"
"091 103 Kampinmalmin peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",17521,2276,7748,4385,3112"
"091 103 Kampinmalmin peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",5701,1820,1977,1094,810"
"091 103 Kampinmalmin peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",5510,424,2464,1362,1260"
"091 103 Kampinmalmin peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",6310,32,3307,1929,1042"
"091 103 Kampinmalmin peruspiiri,""Naiset"",""Perusaste tai tuntematon"",2840,862,874,378,726"
"091 40 Kamppi,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",11123,1504,5000,2649,1970"
"091 40 Kamppi,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",9344,1087,4316,2352,1589"
"091 40 Kamppi,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3294,922,1330,653,389"
"091 40 Kamppi,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2618,154,1212,671,581"
"091 40 Kamppi,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",3432,11,1774,1028,619"
"091 40 Kamppi,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1779,417,684,297,381"
"091 40 Kamppi,""Miehet"",""Kaikki koulutusasteet"",5282,608,2485,1382,807"
"091 40 Kamppi,""Miehet"",""Tutkinnon suorittaneita yhteensa"",4309,403,2038,1192,676"
"091 40 Kamppi,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1558,354,702,361,141"
"091 40 Kamppi,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1090,44,526,317,203"
"091 40 Kamppi,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1661,5,810,514,332"
"091 40 Kamppi,""Miehet"",""Perusaste tai tuntematon"",973,205,447,190,131"
"091 40 Kamppi,""Naiset"",""Kaikki koulutusasteet"",5841,896,2515,1267,1163"
"091 40 Kamppi,""Naiset"",""Tutkinnon suorittaneita yhteensa"",5035,684,2278,1160,913"
"091 40 Kamppi,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1736,568,628,292,248"
"091 40 Kamppi,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1528,110,686,354,378"
"091 40 Kamppi,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1771,6,964,514,287"
"091 40 Kamppi,""Naiset"",""Perusaste tai tuntematon"",806,212,237,107,250"
"091 130 Etu-Toolo,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",13058,1846,5057,3409,2746"
"091 130 Etu-Toolo,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",11468,1282,4583,3186,2417"
"091 130 Etu-Toolo,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3308,1054,1177,645,432"
"091 130 Etu-Toolo,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",3154,209,1275,790,880"
"091 130 Etu-Toolo,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",5006,19,2131,1751,1105"
"091 130 Etu-Toolo,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1590,564,474,223,329"
"091 130 Etu-Toolo,""Miehet"",""Kaikki koulutusasteet"",5996,778,2413,1679,1126"
"091 130 Etu-Toolo,""Miehet"",""Tutkinnon suorittaneita yhteensa"",5161,498,2115,1541,1007"
"091 130 Etu-Toolo,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1588,427,656,354,151"
"091 130 Etu-Toolo,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1214,68,514,334,298"
"091 130 Etu-Toolo,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2359,3,945,853,558"
"091 130 Etu-Toolo,""Miehet"",""Perusaste tai tuntematon"",835,280,298,138,119"
"091 130 Etu-Toolo,""Naiset"",""Kaikki koulutusasteet"",7062,1068,2644,1730,1620"
"091 130 Etu-Toolo,""Naiset"",""Tutkinnon suorittaneita yhteensa"",6307,784,2468,1645,1410"
"091 130 Etu-Toolo,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1720,627,521,291,281"
"091 130 Etu-Toolo,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1940,141,761,456,582"
"091 130 Etu-Toolo,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2647,16,1186,898,547"
"091 130 Etu-Toolo,""Naiset"",""Perusaste tai tuntematon"",755,284,176,85,210"
"091 201 Ruoholahti,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",2408,303,943,739,423"
"091 201 Ruoholahti,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",1760,143,702,607,308"
"091 201 Ruoholahti,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",739,117,256,260,106"
"091 201 Ruoholahti,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",576,25,228,200,123"
"091 201 Ruoholahti,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",445,1,218,147,79"
"091 201 Ruoholahti,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",648,160,241,132,115"
"091 201 Ruoholahti,""Miehet"",""Kaikki koulutusasteet"",1163,162,483,345,173"
"091 201 Ruoholahti,""Miehet"",""Tutkinnon suorittaneita yhteensa"",809,73,344,261,131"
"091 201 Ruoholahti,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",355,66,128,124,37"
"091 201 Ruoholahti,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",244,7,111,77,49"
"091 201 Ruoholahti,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",210,0,105,60,45"
"091 201 Ruoholahti,""Miehet"",""Perusaste tai tuntematon"",354,89,139,84,42"
"091 201 Ruoholahti,""Naiset"",""Kaikki koulutusasteet"",1245,141,460,394,250"
"091 201 Ruoholahti,""Naiset"",""Tutkinnon suorittaneita yhteensa"",951,70,358,346,177"
"091 201 Ruoholahti,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",384,51,128,136,69"
"091 201 Ruoholahti,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",332,18,117,123,74"
"091 201 Ruoholahti,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",235,1,113,87,34"
"091 201 Ruoholahti,""Naiset"",""Perusaste tai tuntematon"",294,71,102,48,73"
"091 202 Lapinlahti,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 202 Lapinlahti,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 202 Lapinlahti,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 202 Lapinlahti,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 202 Lapinlahti,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 202 Lapinlahti,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 202 Lapinlahti,""Miehet"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 202 Lapinlahti,""Miehet"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 202 Lapinlahti,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 202 Lapinlahti,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 202 Lapinlahti,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 202 Lapinlahti,""Miehet"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 202 Lapinlahti,""Naiset"",""Kaikki koulutusasteet"",..,..,..,..,.."
"091 202 Lapinlahti,""Naiset"",""Tutkinnon suorittaneita yhteensa"",..,..,..,..,.."
"091 202 Lapinlahti,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",..,..,..,..,.."
"091 202 Lapinlahti,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",..,..,..,..,.."
"091 202 Lapinlahti,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",..,..,..,..,.."
"091 202 Lapinlahti,""Naiset"",""Perusaste tai tuntematon"",..,..,..,..,.."
"091 203 Jatkasaari,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",11816,1958,5961,2569,1328"
"091 203 Jatkasaari,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",9752,1392,5063,2248,1049"
"091 203 Jatkasaari,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3682,1101,1531,732,318"
"091 203 Jatkasaari,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2949,278,1602,702,367"
"091 203 Jatkasaari,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",3121,13,1930,814,364"
"091 203 Jatkasaari,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",2064,566,898,321,279"
"091 203 Jatkasaari,""Miehet"",""Kaikki koulutusasteet"",5618,925,2960,1207,526"
"091 203 Jatkasaari,""Miehet"",""Tutkinnon suorittaneita yhteensa"",4534,654,2421,1021,438"
"091 203 Jatkasaari,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1830,527,833,363,107"
"091 203 Jatkasaari,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1240,123,702,274,141"
"091 203 Jatkasaari,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1464,4,886,384,190"
"091 203 Jatkasaari,""Miehet"",""Perusaste tai tuntematon"",1084,271,539,186,88"
"091 203 Jatkasaari,""Naiset"",""Kaikki koulutusasteet"",6198,1033,3001,1362,802"
"091 203 Jatkasaari,""Naiset"",""Tutkinnon suorittaneita yhteensa"",5218,738,2642,1227,611"
"091 203 Jatkasaari,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1852,574,698,369,211"
"091 203 Jatkasaari,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1709,155,900,428,226"
"091 203 Jatkasaari,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1657,9,1044,430,174"
"091 203 Jatkasaari,""Naiset"",""Perusaste tai tuntematon"",980,295,359,135,191"
"091 104 Taka-Toolon peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",13694,1786,5941,3136,2831"
"091 104 Taka-Toolon peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",11872,1305,5340,2861,2366"
"091 104 Taka-Toolon peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3820,1115,1507,682,516"
"091 104 Taka-Toolon peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",3391,184,1560,744,903"
"091 104 Taka-Toolon peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",4661,6,2273,1435,947"
"091 104 Taka-Toolon peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1822,481,601,275,465"
"091 104 Taka-Toolon peruspiiri,""Miehet"",""Kaikki koulutusasteet"",6071,697,2799,1477,1098"
"091 104 Taka-Toolon peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",5123,454,2436,1303,930"
"091 104 Taka-Toolon peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1812,405,843,389,175"
"091 104 Taka-Toolon peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1251,48,649,267,287"
"091 104 Taka-Toolon peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2060,1,944,647,468"
"091 104 Taka-Toolon peruspiiri,""Miehet"",""Perusaste tai tuntematon"",948,243,363,174,168"
"091 104 Taka-Toolon peruspiiri,""Naiset"",""Kaikki koulutusasteet"",7623,1089,3142,1659,1733"
"091 104 Taka-Toolon peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",6749,851,2904,1558,1436"
"091 104 Taka-Toolon peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2008,710,664,293,341"
"091 104 Taka-Toolon peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2140,136,911,477,616"
"091 104 Taka-Toolon peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2601,5,1329,788,479"
"091 104 Taka-Toolon peruspiiri,""Naiset"",""Perusaste tai tuntematon"",874,238,238,101,297"
"091 140 Taka-Toolo,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",13694,1786,5941,3136,2831"
"091 140 Taka-Toolo,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",11872,1305,5340,2861,2366"
"091 140 Taka-Toolo,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",3820,1115,1507,682,516"
"091 140 Taka-Toolo,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",3391,184,1560,744,903"
"091 140 Taka-Toolo,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",4661,6,2273,1435,947"
"091 140 Taka-Toolo,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",1822,481,601,275,465"
"091 140 Taka-Toolo,""Miehet"",""Kaikki koulutusasteet"",6071,697,2799,1477,1098"
"091 140 Taka-Toolo,""Miehet"",""Tutkinnon suorittaneita yhteensa"",5123,454,2436,1303,930"
"091 140 Taka-Toolo,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1812,405,843,389,175"
"091 140 Taka-Toolo,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1251,48,649,267,287"
"091 140 Taka-Toolo,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2060,1,944,647,468"
"091 140 Taka-Toolo,""Miehet"",""Perusaste tai tuntematon"",948,243,363,174,168"
"091 140 Taka-Toolo,""Naiset"",""Kaikki koulutusasteet"",7623,1089,3142,1659,1733"
"091 140 Taka-Toolo,""Naiset"",""Tutkinnon suorittaneita yhteensa"",6749,851,2904,1558,1436"
"091 140 Taka-Toolo,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2008,710,664,293,341"
"091 140 Taka-Toolo,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2140,136,911,477,616"
"091 140 Taka-Toolo,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2601,5,1329,788,479"
"091 140 Taka-Toolo,""Naiset"",""Perusaste tai tuntematon"",874,238,238,101,297"
"091 105 Lauttasaaren peruspiiri,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",20966,1971,9028,5207,4760"
"091 105 Lauttasaaren peruspiiri,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",18241,1137,8330,4826,3948"
"091 105 Lauttasaaren peruspiiri,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",4738,928,1808,1091,911"
"091 105 Lauttasaaren peruspiiri,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",5595,195,2358,1382,1660"
"091 105 Lauttasaaren peruspiiri,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",7908,14,4164,2353,1377"
"091 105 Lauttasaaren peruspiiri,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",2725,834,698,381,812"
"091 105 Lauttasaaren peruspiiri,""Miehet"",""Kaikki koulutusasteet"",9582,902,4334,2476,1870"
"091 105 Lauttasaaren peruspiiri,""Miehet"",""Tutkinnon suorittaneita yhteensa"",8188,456,3887,2244,1601"
"091 105 Lauttasaaren peruspiiri,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2340,396,1038,590,316"
"091 105 Lauttasaaren peruspiiri,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2241,55,1025,583,578"
"091 105 Lauttasaaren peruspiiri,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",3607,5,1824,1071,707"
"091 105 Lauttasaaren peruspiiri,""Miehet"",""Perusaste tai tuntematon"",1394,446,447,232,269"
"091 105 Lauttasaaren peruspiiri,""Naiset"",""Kaikki koulutusasteet"",11384,1069,4694,2731,2890"
"091 105 Lauttasaaren peruspiiri,""Naiset"",""Tutkinnon suorittaneita yhteensa"",10053,681,4443,2582,2347"
"091 105 Lauttasaaren peruspiiri,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",2398,532,770,501,595"
"091 105 Lauttasaaren peruspiiri,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",3354,140,1333,799,1082"
"091 105 Lauttasaaren peruspiiri,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",4301,9,2340,1282,670"
"091 105 Lauttasaaren peruspiiri,""Naiset"",""Perusaste tai tuntematon"",1331,388,251,149,543"
"091 310 Lauttasaari (Ent.),""Molemmat sukupuolet"",""Kaikki koulutusasteet"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Molemmat sukupuolet"",""Perusaste tai tuntematon"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Miehet"",""Kaikki koulutusasteet"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Miehet"",""Tutkinnon suorittaneita yhteensa"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Miehet"",""Perusaste tai tuntematon"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Naiset"",""Kaikki koulutusasteet"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Naiset"",""Tutkinnon suorittaneita yhteensa"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",.,.,.,.,."
"091 310 Lauttasaari (Ent.),""Naiset"",""Perusaste tai tuntematon"",.,.,.,.,."
"091 311 Kotkavuori,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",7220,768,3294,1636,1522"
"091 311 Kotkavuori,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",6337,514,3074,1531,1218"
"091 311 Kotkavuori,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1787,410,689,375,313"
"091 311 Kotkavuori,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1929,99,878,453,499"
"091 311 Kotkavuori,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2621,5,1507,703,406"
"091 311 Kotkavuori,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",883,254,220,105,304"
"091 311 Kotkavuori,""Miehet"",""Kaikki koulutusasteet"",3253,328,1599,763,563"
"091 311 Kotkavuori,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2795,188,1447,697,463"
"091 311 Kotkavuori,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",882,165,403,211,103"
"091 311 Kotkavuori,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",752,22,383,180,167"
"091 311 Kotkavuori,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1161,1,661,306,193"
"091 311 Kotkavuori,""Miehet"",""Perusaste tai tuntematon"",458,140,152,66,100"
"091 311 Kotkavuori,""Naiset"",""Kaikki koulutusasteet"",3967,440,1695,873,959"
"091 311 Kotkavuori,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3542,326,1627,834,755"
"091 311 Kotkavuori,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",905,245,286,164,210"
"091 311 Kotkavuori,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1177,77,495,273,332"
"091 311 Kotkavuori,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1460,4,846,397,213"
"091 311 Kotkavuori,""Naiset"",""Perusaste tai tuntematon"",425,114,68,39,204"
"091 312 Vattuniemi,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",7419,513,3003,1922,1981"
"091 312 Vattuniemi,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",6422,236,2743,1764,1679"
"091 312 Vattuniemi,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1504,196,570,367,371"
"091 312 Vattuniemi,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",2064,37,751,529,747"
"091 312 Vattuniemi,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2854,3,1422,868,561"
"091 312 Vattuniemi,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",997,277,260,158,302"
"091 312 Vattuniemi,""Miehet"",""Kaikki koulutusasteet"",3379,238,1438,907,796"
"091 312 Vattuniemi,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2881,98,1281,809,693"
"091 312 Vattuniemi,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",710,84,322,175,129"
"091 312 Vattuniemi,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",824,13,322,229,260"
"091 312 Vattuniemi,""Miehet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1347,1,637,405,304"
"091 312 Vattuniemi,""Miehet"",""Perusaste tai tuntematon"",498,140,157,98,103"
"091 312 Vattuniemi,""Naiset"",""Kaikki koulutusasteet"",4040,275,1565,1015,1185"
"091 312 Vattuniemi,""Naiset"",""Tutkinnon suorittaneita yhteensa"",3541,138,1462,955,986"
"091 312 Vattuniemi,""Naiset"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",794,112,248,192,242"
"091 312 Vattuniemi,""Naiset"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1240,24,429,300,487"
"091 312 Vattuniemi,""Naiset"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",1507,2,785,463,257"
"091 312 Vattuniemi,""Naiset"",""Perusaste tai tuntematon"",499,137,103,60,199"
"091 313 Myllykallio,""Molemmat sukupuolet"",""Kaikki koulutusasteet"",6327,690,2731,1649,1257"
"091 313 Myllykallio,""Molemmat sukupuolet"",""Tutkinnon suorittaneita yhteensa"",5482,387,2513,1531,1051"
"091 313 Myllykallio,""Molemmat sukupuolet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",1447,322,549,349,227"
"091 313 Myllykallio,""Molemmat sukupuolet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",1602,59,729,400,414"
"091 313 Myllykallio,""Molemmat sukupuolet"",""7-8 Ylempi korkeakouluaste ja tutkijakoulutus"",2433,6,1235,782,410"
"091 313 Myllykallio,""Molemmat sukupuolet"",""Perusaste tai tuntematon"",845,303,218,118,206"
"091 313 Myllykallio,""Miehet"",""Kaikki koulutusasteet"",2950,336,1297,806,511"
"091 313 Myllykallio,""Miehet"",""Tutkinnon suorittaneita yhteensa"",2512,170,1159,738,445"
"091 313 Myllykallio,""Miehet"",""3-4 Toinen aste ja erikoisammattikoulutusaste"",748,147,313,204,84"
"091 313 Myllykallio,""Miehet"",""5-6 Alin korkea- ja alempi korkeakouluaste"",665,20,320,174,151"
